x,y
00:00.2,0.432877597
00:00.2,-0.600148204
00:00.2,-0.167250618
00:00.2,-0.237472656
00:00.2,-0.326664616
00:00.2,0.88272712
00:00.2,0.202490855
00:00.2,-0.630441977
00:00.3,0.458930974
00:00.3,1.061078099
00:00.3,0.51623263
00:00.3,-0.759684983
00:00.3,-0.242117036
00:00.3,0.633455575
00:00.3,-0.353834733
00:00.3,0.221909714
00:00.3,0.387317027
00:00.3,-0.463465236
00:00.3,-0.029762678
00:00.3,-1.62063367
00:00.3,-0.512193821
00:00.3,-0.126284076
00:00.3,-0.623891591
00:00.3,0.816205652
00:00.3,-0.715070689
00:00.3,-0.220022243
00:00.3,0.065370289
00:00.3,0.720636645
00:00.3,-0.717931076
00:00.3,0.581581876
00:00.3,0.005116531
00:00.3,-0.490754326
00:00.3,0.231051737
00:00.3,0.099529848
00:00.3,-0.300108439
00:00.3,0.034901042
00:00.3,-0.192656798
00:00.3,0.056758673
00:00.3,0.331065337
00:00.3,0.793008408
00:00.3,-0.618907749
00:00.3,1.066516687
00:00.3,-0.9760439
00:00.3,-0.075892548
00:00.3,0.294158603
00:00.3,0.140495934
00:00.3,-0.31134976
00:00.3,-0.104061125
00:00.3,-0.246500467
00:00.3,-0.294682378
00:00.3,0.424801049
00:00.3,0.178507743
00:00.3,-0.346454798
00:00.3,0.449799938
00:00.3,0.15364976
00:00.3,0.406431059
00:00.3,0.314814421
00:00.3,-0.414497505
00:00.3,-0.28009052
00:00.3,0.373646803
00:00.3,0.305185133
00:00.3,-0.010450797
00:00.3,0.058663692
00:00.3,0.638832448
00:00.3,-0.295785694
00:00.3,0.273548691
00:00.3,-0.101096326
00:00.3,-0.108840602
00:00.3,0.549388426
00:00.3,0.412708174
00:00.3,0.406754818
00:00.3,0.652739404
00:00.3,0.010501921
00:00.3,0.340976486
00:00.3,-0.155133378
00:00.3,0.162083176
00:00.3,-0.065071527
00:00.3,0.048497982
00:00.3,0.297578513
00:00.3,-0.409110342
00:00.3,1.046193638
00:00.3,-0.503008691
00:00.3,-0.607094306
00:00.3,0.579055437
00:00.3,0.395831347
00:00.3,0.312059909
00:00.3,0.314172755
00:00.3,-0.006123386
00:00.3,-0.448627186
00:00.3,0.037902279
00:00.3,-0.338580856
00:00.3,0.487559867
00:00.3,-0.073528691
00:00.3,-0.412748598
00:00.3,-0.160692921
00:00.3,0.206465727
00:00.3,-0.281862276
00:00.3,-0.411110198
00:00.3,0.121843606
00:00.3,0.122483286
00:00.3,-0.253471588
00:00.3,-0.235519153
00:00.3,0.116024969
00:00.3,-0.724042171
00:00.3,-0.703731887
00:00.3,-0.359222111
00:00.3,-0.106723576
00:00.3,0.155453783
00:00.4,0.737678108
00:00.4,0.428829812
00:00.4,-0.079969265
00:00.4,-0.009508104
00:00.4,-0.501264682
00:00.4,-0.009256568
00:00.4,-0.144329319
00:00.4,0.16135928
00:00.4,-0.413615472
00:00.4,0.259673257
00:00.4,0.766369457
00:00.4,-0.054380074
00:00.4,0.200855861
00:00.4,0.345071996
00:00.4,-0.200610236
00:00.4,0.112046241
00:00.4,0.0062962
00:00.4,0.048838049
00:00.4,-0.386504892
00:00.4,0.012255087
00:00.4,0.248999146
00:00.4,0.725571804
00:00.4,0.479635413
00:00.4,1.076591229
00:00.4,-0.383673781
00:00.4,0.436160318
00:00.4,0.091671003
00:00.4,1.094901467
00:00.4,-0.404149143
00:00.4,-0.419860921
00:00.4,-0.299696323
00:00.4,-1.061947862
00:00.4,-0.262877511
00:00.4,-0.379566331
00:00.4,0.075196893
00:00.4,0.170877988
00:00.4,0.93808542
00:00.4,0.475211919
00:00.4,-0.288451828
00:00.4,-0.449207336
00:00.4,0.245959586
00:00.4,-0.660116604
00:00.4,0.915729383
00:00.4,0.58972006
00:00.4,-0.234587826
00:00.4,-0.856567265
00:00.4,0.676936187
00:00.4,-0.057269923
00:00.4,0.618908156
00:00.4,-0.797213829
00:00.4,-0.299687511
00:00.4,0.00262185
00:00.4,0.023490297
00:00.4,-0.225032736
00:00.4,0.311424966
00:00.4,-0.533810215
00:00.4,-0.071189743
00:00.4,0.060147816
00:00.4,0.257219417
00:00.4,0.355807439
00:00.4,-0.562321046
00:00.4,-0.767057085
00:00.4,0.638838411
00:00.4,0.166157006
00:00.4,-0.374243268
00:00.4,0.775575988
00:00.4,0.057837317
00:00.4,0.589648592
00:00.4,0.033759241
00:00.4,1.030373962
00:00.4,0.877670421
00:00.4,-0.124482074
00:00.4,0.485785475
00:00.4,0.322687975
00:00.4,0.684315779
00:00.4,-0.48246173
00:00.4,0.34302573
00:00.4,0.529212243
00:00.4,-0.879369743
00:00.4,-0.591629256
00:00.4,-1.019616089
00:00.4,-0.134703417
00:00.4,0.358771128
00:00.4,0.751178526
00:00.4,0.03704739
00:00.4,0.814307773
00:00.4,-0.690050729
00:00.4,-0.85169122
00:00.4,-0.027773849
00:00.4,0.192032724
00:00.4,-0.016347374
00:00.4,-1.03372105
00:00.4,-0.04456002
00:00.4,-0.65223475
00:00.4,0.334836274
00:00.4,0.183299123
00:00.4,-0.469939893
00:00.4,-0.256933459
00:00.4,-0.529606761
00:00.4,-0.031339549
00:00.5,0.47757116
00:00.5,-0.492863023
00:00.5,0.252023258
00:00.5,-0.265128809
00:00.5,-0.396436416
00:00.5,-0.05351518
00:00.5,-0.517621161
00:00.5,-0.276824653
00:00.5,-0.598938946
00:00.5,0.982362566
00:00.5,0.017631776
00:00.5,-0.349862754
00:00.5,0.106989955
00:00.5,-0.056164025
00:00.5,-0.1104848
00:00.5,0.30708335
00:00.5,0.378753855
00:00.5,-0.265250574
00:00.5,-0.28790912
00:00.5,-0.137525849
00:00.5,-1.150960582
00:00.5,-0.757595531
00:00.5,0.683437134
00:00.5,0.822483857
00:00.5,-0.12451802
00:00.5,0.288278482
00:00.5,0.155625077
00:00.5,1.539440404
00:00.5,0.559787456
00:00.5,-0.063958796
00:00.5,-0.47777022
00:00.5,-0.80322316
00:00.5,0.101731818
00:00.5,-0.378175373
00:00.5,-0.711126855
00:00.5,-0.323286442
00:00.5,-0.540774002
00:00.5,0.843570818
00:00.5,0.440819878
00:00.5,-0.003986321
00:00.5,0.739972069
00:00.5,0.038684154
00:00.5,-0.430642101
00:00.5,0.761562039
00:00.5,0.269455022
00:00.5,-0.518623077
00:00.5,-0.095169339
00:00.5,-0.437809127
00:00.5,-0.691399865
00:00.5,0.463088774
00:00.5,0.95470832
00:00.5,-0.699283787
00:00.5,0.281484618
00:00.5,-0.325321285
00:00.5,-0.243562692
00:00.5,-0.296196962
00:00.5,-0.431995385
00:00.5,0.024260814
00:00.5,-0.415475058
00:00.5,0.135228413
00:00.5,-0.025119055
00:00.5,-0.119474023
00:00.5,-0.453781831
00:00.5,-0.288385665
00:00.5,0.377695613
00:00.5,0.250458594
00:00.5,-0.488777622
00:00.5,0.049666153
00:00.5,0.375693562
00:00.5,-0.834702641
00:00.5,0.271680096
00:00.5,-0.331311879
00:00.5,0.285299334
00:00.5,-0.381629578
00:00.5,-0.90244105
00:00.5,-0.813771219
00:00.5,0.024042473
00:00.5,0.129861251
00:00.5,-0.452158313
00:00.5,0.319296229
00:00.5,-0.830760031
00:00.5,-0.033039899
00:00.5,-0.6055081
00:00.5,-0.325918054
00:00.5,0.023699336
00:00.5,-0.430206683
00:00.5,-0.192277772
00:00.5,0.503146405
00:00.5,-0.288445935
00:00.5,0.417846056
00:00.5,-0.564853427
00:00.5,0.264902089
00:00.5,0.72078431
00:00.5,-1.23582225
00:00.5,-0.398447628
00:00.5,0.288536064
00:00.5,-0.101522693
00:00.5,0.185572937
00:00.5,-0.301992593
00:00.5,0.043294894
00:00.6,-0.077838618
00:00.6,0.583891031
00:00.6,0.127210422
00:00.6,0.168801331
00:00.6,-0.205938483
00:00.6,-0.243803112
00:00.6,-0.216279094
00:00.6,0.197226071
00:00.6,-0.21049224
00:00.6,0.144887428
00:00.6,1.037700399
00:00.6,0.435562352
00:00.6,-0.163011766
00:00.6,0.600606961
00:00.6,-0.204037687
00:00.6,-1.019062268
00:00.6,-0.504043155
00:00.6,-0.935395961
00:00.6,-0.175756742
00:00.6,0.00920919
00:00.6,0.838218656
00:00.6,0.163463687
00:00.6,-0.109550264
00:00.6,0.414702791
00:00.6,-1.105567655
00:00.6,0.117807279
00:00.6,0.385432597
00:00.6,-0.739293123
00:00.6,0.571877022
00:00.6,0.169248204
00:00.6,-0.207643957
00:00.6,0.316390933
00:00.6,1.135346429
00:00.6,0.090933128
00:00.6,0.124110293
00:00.6,-0.22968045
00:00.6,-0.424922185
00:00.6,0.415167908
00:00.6,-0.428041913
00:00.6,0.035783119
00:00.6,-0.238828723
00:00.6,0.239489913
00:00.6,0.166831053
00:00.6,0.518769972
00:00.6,-0.255008199
00:00.6,-0.134937468
00:00.6,-0.489381858
00:00.6,-0.22214663
00:00.6,0.188650247
00:00.6,0.378494308
00:00.6,-0.461082662
00:00.6,0.43480296
00:00.6,0.677818929
00:00.6,0.206717452
00:00.6,0.938397906
00:00.6,-0.3868946
00:00.6,-0.622327352
00:00.6,-0.889360124
00:00.6,0.748022156
00:00.6,0.327182828
00:00.6,-0.027792335
00:00.6,0.139984313
00:00.6,-0.562744524
00:00.6,1.22287599
00:00.6,0.064610591
00:00.6,0.054697397
00:00.6,0.362883312
00:00.6,0.240504616
00:00.6,0.111942012
00:00.6,-0.395237228
00:00.6,0.235734179
00:00.6,0.941012248
00:00.6,0.672710023
00:00.6,0.796593313
00:00.6,-0.255607838
00:00.6,-0.49480241
00:00.6,-0.06289346
00:00.6,0.027862456
00:00.6,0.547095759
00:00.6,-0.846232315
00:00.6,0.76477516
00:00.6,-0.079003949
00:00.6,-0.213440535
00:00.6,-0.506052188
00:00.6,-0.827428336
00:00.6,0.411585292
00:00.6,0.036658984
00:00.6,-0.64498045
00:00.6,-0.647539386
00:00.6,-0.16789235
00:00.6,0.834510763
00:00.6,-0.129795676
00:00.6,-0.751571477
00:00.6,-0.122871532
00:00.6,-0.136361785
00:00.6,-1.348443321
00:00.6,-0.027147433
00:00.6,-0.115467265
00:00.6,0.348103182
00:00.6,0.924478047
00:00.7,0.563282515
00:00.7,-0.134444345
00:00.7,-0.553262954
00:00.7,1.286679902
00:00.7,0.029609217
00:00.7,0.006964646
00:00.7,-0.012062544
00:00.7,0.09904238
00:00.7,-0.072180206
00:00.7,-0.286831003
00:00.7,-0.273429471
00:00.7,-0.016376635
00:00.7,-0.271712386
00:00.7,-0.356422891
00:00.7,0.053215114
00:00.7,-0.127488609
00:00.7,0.751996494
00:00.7,-1.325484904
00:00.7,0.545753426
00:00.7,0.623042596
00:00.7,-1.036695116
00:00.7,-0.171343797
00:00.7,-0.185720433
00:00.7,-0.703755847
00:00.7,-0.388908344
00:00.7,-0.555287923
00:00.7,0.876135222
00:00.7,0.467839197
00:00.7,0.635777547
00:00.7,0.360836032
00:00.7,-0.564525886
00:00.7,-0.262260133
00:00.7,0.244687281
00:00.7,-0.611063904
00:00.7,0.356499215
00:00.7,-0.120162699
00:00.7,-0.187410404
00:00.7,0.355479984
00:00.7,0.222131656
00:00.7,-0.180483083
00:00.7,0.579664902
00:00.7,-0.540531664
00:00.7,0.307967803
00:00.7,0.296550629
00:00.7,-0.15477322
00:00.7,0.163066511
00:00.7,-0.625556788
00:00.7,0.46201351
00:00.7,-0.092451068
00:00.7,-0.26136151
00:00.7,0.524504613
00:00.7,-0.352171845
00:00.7,-0.704230648
00:00.7,-0.778314587
00:00.7,0.303004976
00:00.7,-0.640214676
00:00.7,0.877397091
00:00.7,-1.040964704
00:00.7,0.848228184
00:00.7,0.105508734
00:00.7,-0.048356556
00:00.7,-0.272459543
00:00.7,0.199568057
00:00.7,-0.018817351
00:00.7,0.551650941
00:00.7,0.057113824
00:00.7,0.075150881
00:00.7,-0.181806106
00:00.7,-0.028472812
00:00.7,0.153900884
00:00.7,-0.855084196
00:00.7,-0.674092711
00:00.7,0.371632047
00:00.7,0.085432719
00:00.7,-0.091991668
00:00.7,0.009216967
00:00.7,0.173790853
00:00.7,-0.26987984
00:00.7,-0.389152363
00:00.7,0.097922628
00:00.7,-0.489186389
00:00.7,0.204126378
00:00.7,-0.851291802
00:00.7,0.514577819
00:00.7,0.236298741
00:00.7,0.128014867
00:00.7,0.491345492
00:00.7,0.832737222
00:00.7,0.507185033
00:00.7,-0.920437116
00:00.7,-0.639788483
00:00.7,-0.312409289
00:00.7,0.013045525
00:00.7,0.25882951
00:00.7,-0.362871907
00:00.7,0.093383382
00:00.7,-0.377691466
00:00.7,-0.305758901
00:00.7,-0.703330548
00:00.7,-0.461616623
00:00.8,-0.675842303
00:00.8,-0.487936626
00:00.8,0.526820898
00:00.8,-0.474699444
00:00.8,1.316191032
00:00.8,0.24665895
00:00.8,0.092418062
00:00.8,-0.42917889
00:00.8,0.35015494
00:00.8,-0.287818913
00:00.8,0.061004907
00:00.8,1.280042269
00:00.8,-0.04802995
00:00.8,0.574636663
00:00.8,-0.351588213
00:00.8,-0.017494245
00:00.8,0.885400318
00:00.8,-0.313483529
00:00.8,0.906224279
00:00.8,0.353875968
00:00.8,-0.281233388
00:00.8,0.31620387
00:00.8,0.486277225
00:00.8,0.310904981
00:00.8,-0.78511236
00:00.8,-0.363568588
00:00.8,-0.123759318
00:00.8,-0.037216715
00:00.8,0.310336049
00:00.8,0.0888505
00:00.8,-0.667672179
00:00.8,0.190098926
00:00.8,0.305292873
00:00.8,0.279895224
00:00.8,0.540390363
00:00.8,0.416961077
00:00.8,0.22959004
00:00.8,-0.035082856
00:00.8,-0.830480467
00:00.8,0.21480911
00:00.8,0.103843844
00:00.8,0.135789419
00:00.8,-0.638374288
00:00.8,-0.54052827
00:00.8,0.526576427
00:00.8,-0.019777577
00:00.8,0.340750349
00:00.8,0.014159188
00:00.8,0.01487807
00:00.8,0.469141903
00:00.8,-0.258022364
00:00.8,0.048060388
00:00.8,-0.231137644
00:00.8,-0.217248114
00:00.8,-0.154586062
00:00.8,0.111066886
00:00.8,-0.239374311
00:00.8,0.627878063
00:00.8,-0.447303651
00:00.8,-0.093435822
00:00.8,-0.219865529
00:00.8,0.723488942
00:00.8,0.098277388
00:00.8,0.51592227
00:00.8,-0.742780187
00:00.8,0.133525133
00:00.8,0.444815398
00:00.8,0.041141995
00:00.8,0.532740188
00:00.8,-0.258644225
00:00.8,0.70467372
00:00.8,1.149449062
00:00.8,-0.18141928
00:00.8,-0.222751261
00:00.8,0.726692239
00:00.8,0.789786073
00:00.8,-0.261430014
00:00.8,-0.210093409
00:00.8,-0.140892304
00:00.8,-0.672225256
00:00.8,-0.459325973
00:00.8,-0.502070383
00:00.8,-0.383898783
00:00.8,-0.017342444
00:00.8,0.117107366
00:00.8,0.775250246
00:00.8,-0.49917702
00:00.8,0.492161199
00:00.8,-0.106994422
00:00.8,-0.024731855
00:00.8,0.337409746
00:00.8,-0.561361011
00:00.8,0.191204873
00:00.8,0.083226104
00:00.8,0.246225632
00:00.8,0.144584322
00:00.8,1.22765007
00:00.8,-0.318869992
00:00.8,-0.265498478
00:00.8,-0.311570263
00:00.9,-0.27773856
00:00.9,-0.318693564
00:00.9,0.594508266
00:00.9,0.710252124
00:00.9,-0.285373147
00:00.9,-0.416177787
00:00.9,0.235707778
00:00.9,-0.276111522
00:00.9,0.316465909
00:00.9,0.10146151
00:00.9,-0.757872057
00:00.9,0.773752601
00:00.9,0.897938837
00:00.9,-0.306394345
00:00.9,-0.19385078
00:00.9,0.142932695
00:00.9,0.167228395
00:00.9,0.329272136
00:00.9,1.005102269
00:00.9,-0.088473614
00:00.9,-0.399148622
00:00.9,-0.689659614
00:00.9,-0.36546502
00:00.9,-0.016563486
00:00.9,0.897278932
00:00.9,-0.25880565
00:00.9,0.111893976
00:00.9,-0.008211448
00:00.9,0.594196637
00:00.9,1.263466213
00:00.9,-0.265434386
00:00.9,-0.244719721
00:00.9,0.522080439
00:00.9,0.340945745
00:00.9,0.923353663
00:00.9,0.291964093
00:00.9,-0.179646045
00:00.9,0.295327415
00:00.9,0.55435179
00:00.9,0.410241091
00:00.9,0.253637016
00:00.9,0.533337345
00:00.9,0.584647795
00:00.9,0.691079496
00:00.9,0.324354944
00:00.9,-0.08355904
00:00.9,0.073356843
00:00.9,0.603254483
00:00.9,-0.408467835
00:00.9,0.184336654
00:00.9,-0.196669406
00:00.9,0.014372411
00:00.9,0.639225931
00:00.9,0.095549534
00:00.9,0.023218274
00:00.9,-0.67992807
00:00.9,0.373126783
00:00.9,0.322742091
00:00.9,1.081627362
00:00.9,-0.153889117
00:00.9,0.109575164
00:00.9,0.124691842
00:00.9,0.78872664
00:00.9,-0.047647766
00:00.9,0.139510763
00:00.9,0.303948255
00:00.9,0.093304562
00:00.9,-0.223216807
00:00.9,0.097044996
00:00.9,0.536815875
00:00.9,-0.51325765
00:00.9,0.066484837
00:00.9,-0.350060407
00:00.9,0.597523314
00:00.9,-0.761593452
00:00.9,-0.279460924
00:00.9,0.188605938
00:00.9,0.782762015
00:00.9,-0.032875131
00:00.9,-0.277599763
00:00.9,0.940578535
00:00.9,-0.72400695
00:00.9,-1.099402978
00:00.9,0.220007225
00:00.9,-0.251027112
00:00.9,-0.510616409
00:00.9,0.354178224
00:00.9,0.121900357
00:00.9,-0.282039315
00:00.9,-0.640152199
00:00.9,0.436228664
00:00.9,0.325100589
00:00.9,-0.049587932
00:00.9,0.923318498
00:00.9,-0.535042383
00:00.9,-0.762762585
00:00.9,-0.345954035
00:00.9,-0.022793008
00:00.9,0.121669725
00:00.9,-0.120618029
00:01.0,0.176027698
00:01.0,-0.625769712
00:01.0,0.721882302
00:01.0,-0.041075589
00:01.0,0.558647916
00:01.0,0.171362673
00:01.0,0.22837661
00:01.0,0.28488364
00:01.0,0.22385428
00:01.0,0.32136138
00:01.0,0.664576265
00:01.0,0.098260585
00:01.0,0.354501879
00:01.0,-0.044867847
00:01.0,0.720058608
00:01.0,-0.338196151
00:01.0,0.900470216
00:01.0,-0.020078975
00:01.0,-0.715387551
00:01.0,0.064052207
00:01.0,-0.340525829
00:01.0,0.420321774
00:01.0,-0.32631199
00:01.0,-0.223091717
00:01.0,-0.944770365
00:01.0,-0.22615316
00:01.0,-1.211939663
00:01.0,-0.791951412
00:01.0,0.380207328
00:01.0,0.392900079
00:01.0,0.212728781
00:01.0,-0.483488072
00:01.0,-0.023855678
00:01.0,-0.00180127
00:01.0,-0.579182345
00:01.0,0.751699151
00:01.0,0.438681145
00:01.0,-0.110482087
00:01.0,0.013442919
00:01.0,0.104191404
00:01.0,-1.020867434
00:01.0,-0.123588691
00:01.0,-0.340992124
00:01.0,-0.500810005
00:01.0,-0.140550146
00:01.0,0.898843263
00:01.0,0.320421431
00:01.0,-0.285589495
00:01.0,0.286291391
00:01.0,0.699677718
00:01.0,0.462316841
00:01.0,0.029815185
00:01.0,-0.323468389
00:01.0,0.349111657
00:01.0,0.196742693
00:01.0,0.44759661
00:01.0,0.317585901
00:01.0,0.524776358
00:01.0,-0.267617606
00:01.0,0.658697033
00:01.0,0.098799802
00:01.0,1.037630436
00:01.0,-0.344593909
00:01.0,0.867981902
00:01.0,0.098955392
00:01.0,-0.325709002
00:01.0,-0.241942917
00:01.0,-0.160173654
00:01.0,0.212082973
00:01.0,0.261417744
00:01.0,-0.286850002
00:01.0,-0.012177296
00:01.0,1.071135179
00:01.0,0.863771585
00:01.0,0.218161835
00:01.0,0.019001739
00:01.0,0.060015663
00:01.0,0.306758986
00:01.0,-0.511396283
00:01.0,-0.128688269
00:01.0,-0.834292037
00:01.0,0.199611561
00:01.0,0.32359797
00:01.0,-0.241593231
00:01.0,0.786993382
00:01.0,-0.612882832
00:01.0,-0.73218744
00:01.0,0.112225909
00:01.0,0.523549151
00:01.0,0.841963846
00:01.0,-0.229442131
00:01.0,0.539340417
00:01.0,-0.019254235
00:01.0,-0.08631365
00:01.0,0.441829969
00:01.0,0.326161439
00:01.0,-0.788196078
00:01.0,0.738270175
00:01.0,0.690045677
00:01.0,-0.312781351
00:01.1,0.197901767
00:01.1,0.247015093
00:01.1,0.130336883
00:01.1,-0.275152577
00:01.1,-0.335811684
00:01.1,-0.012777035
00:01.1,0.58636451
00:01.1,0.271800077
00:01.1,-0.185307166
00:01.1,0.385849355
00:01.1,-1.42427131
00:01.1,0.57438285
00:01.1,-0.869856889
00:01.1,-0.181220471
00:01.1,-0.559834947
00:01.1,-0.647340738
00:01.1,0.580413394
00:01.1,-0.233850601
00:01.1,0.173251941
00:01.1,-0.023460289
00:01.1,0.238520414
00:01.1,0.038410946
00:01.1,-0.641496112
00:01.1,0.49813341
00:01.1,-0.246878292
00:01.1,-0.778290949
00:01.1,-0.21405758
00:01.1,0.750379895
00:01.1,0.425110871
00:01.1,-0.174326067
00:01.1,-0.174628852
00:01.1,-0.160817526
00:01.1,1.038373992
00:01.1,0.190967726
00:01.1,0.215020824
00:01.1,0.515141727
00:01.1,0.11939458
00:01.1,-0.129521073
00:01.1,-0.098174925
00:01.1,-0.03580063
00:01.1,-0.018611118
00:01.1,0.363814772
00:01.1,0.025972943
00:01.1,0.366320039
00:01.1,-0.04035829
00:01.1,0.039317595
00:01.1,-0.999100342
00:01.1,0.458163837
00:01.1,0.173244238
00:01.1,0.499005055
00:01.1,-1.448127689
00:01.1,1.044187352
00:01.1,-0.069794814
00:01.1,0.554091408
00:01.1,-0.519952964
00:01.1,0.306386953
00:01.1,-0.526707782
00:01.1,-0.31188448
00:01.1,0.957015677
00:01.1,-0.0953412
00:01.1,0.108716437
00:01.1,0.435033865
00:01.1,0.247840944
00:01.1,0.075209453
00:01.1,0.182480501
00:01.1,1.201707793
00:01.1,-0.028809399
00:01.1,0.100549523
00:01.1,0.525327198
00:01.1,0.552762966
